Id_DishCategory,Name_DishCategory,,,,,,,,,
,בשרי,,,,,,,,,
,חלבי,,,,,,,,,
,פרווה,,,,,,,,,
,צמחוני,,,,,,,,,
,טבעוני,,,,,,,,,
